ID_CLIENT,ID_SHOP,SEX,MARITAL_STATUS,AGE,QUANT_DEPENDANTS,EDUCATION,FLAG_RESIDENCIAL_PHONE,AREA_CODE_RESIDENCIAL_PHONE,PAYMENT_DAY,SHOP_RANK,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_MOTHERS_NAME,FLAG_FATHERS_NAME,FLAG_RESIDENCE_TOWN=WORKING_TOWN,FLAG_RESIDENCE_STATE=WORKING_STATE,MONTHS_IN_THE_JOB,PROFESSION_CODE,MATE_INCOME,FLAG_RESIDENCIAL_ADDRESS=POSTAL_ADDRESS,FLAG_OTHER_CARD,QUANT_BANKING_ACCOUNTS,PERSONAL_REFERENCE_#1,PERSONAL_REFERENCE_#2,FLAG_MOBILE_PHONE,FLAG_CONTACT_PHONE,PERSONAL_NET_INCOME,COD_APPLICATION_BOOTH,QUANT_ADDITIONAL_CARDS_IN_THE_APPLICATION,FLAG_CARD_INSURANCE_OPTION,TARGET_LABEL_BAD=1
30234,24,M,S,22,0,,N,31,8,0,P,264,Y,Y,Y,Y,12,999,0,Y,N,0,VERA,,N,N,289,0,0,N,1
30235,23,F,C,31,0,,Y,31,12,0,P,96,Y,Y,N,Y,24,65,0,Y,N,0,MARCIA,SUELI,N,N,200,0,0,N,0
30236,22,M,S,22,0,,Y,31,12,0,P,48,Y,Y,Y,Y,24,508,0,Y,N,0,ROSIVALDO,ANTONIO,N,N,231,0,0,N,0
30237,9,F,C,57,0,,Y,5,20,0,A,12,Y,Y,N,Y,156,999,0,Y,N,0,VANIA LUCIA DE O AGUIAR,MARIA ARLETE,N,N,610,0,0,N,0
30238,22,F,C,43,0,,Y,31,20,0,P,24,Y,Y,Y,Y,60,853,0,Y,N,0,CLEONICE,,N,N,514,0,0,N,0
30240,25,M,S,32,0,,N,31,28,0,P,0,Y,Y,N,Y,12,702,0,Y,N,0,LEONEL,GENI,N,N,300,0,0,N,1
30241,55,F,S,61,0,,Y,31,3,0,P,360,Y,Y,N,Y,120,704,0,Y,N,0,VALERIA FILHA,MAURO ANDRE,N,N,548,0,0,N,0
30242,15,M,C,36,0,,Y,31,28,0,A,48,Y,Y,Y,Y,192,999,0,Y,N,0,CLAUDIO,DEYSE,N,N,670,0,1,N,0
30243,13,F,D,71,0,,Y,31,8,0,P,240,Y,Y,N,Y,0,703,0,Y,N,0,NAIR,CATIA,N,N,0,0,0,N,0
30245,10,F,S,57,0,,Y,31,8,0,P,24,Y,Y,N,Y,0,13,0,Y,N,0,LILIANE DE CARVALHO,ERICA,N,N,499,0,0,N,0
30246,6,F,C,45,0,,Y,5,12,0,P,12,Y,Y,Y,Y,180,713,0,Y,N,0,EDNO MARCIA BOVI,LUIZA HELENA BOVI,N,N,850,0,0,N,0
30247,55,F,O,52,0,,Y,31,12,0,P,264,Y,Y,N,Y,60,13,0,Y,N,0,SOLANGE FERREIRA(IRMA),LELIA FERREIRA/LUCAS,N,N,980,0,1,N,0
30248,7,M,S,21,0,,Y,5,23,0,C,180,Y,Y,Y,Y,12,305,0,Y,N,0,KATIA CAVALCANTI ALMEIDA,LEA MOTTA,N,N,400,0,0,N,0
30250,12,F,C,40,0,,Y,31,20,0,P,360,Y,Y,N,Y,0,703,0,Y,N,0,GISELDA GUIMARAES,RAQUEL,N,N,360,0,0,N,0
30251,25,F,S,23,0,,Y,31,20,0,P,60,Y,Y,Y,Y,24,801,0,N,N,0,REGINA,FABIANA,N,N,250,0,0,N,0
30252,25,F,D,39,0,,Y,50,20,0,P,12,Y,Y,N,Y,60,999,0,Y,N,0,DEOCLIDES FERREIRA,FRANCISCO BRAGA,N,N,1500,0,0,N,0
30253,11,F,O,37,0,,N,50,28,0,P,360,Y,Y,Y,Y,120,151,0,Y,N,0,DENISE DA CONCEIÇAO,,N,N,450,0,0,N,0
30254,15,M,S,23,0,,N,31,18,0,C,276,Y,Y,Y,Y,12,26,0,Y,N,0,GESILDA,NEIJA,N,N,230,0,0,N,1
30256,23,F,C,72,0,,Y,31,8,0,P,240,Y,Y,N,Y,288,703,0,Y,N,0,CLODOVICO,ODESIA,N,N,444,0,0,N,0
30257,11,F,C,38,0,,Y,31,3,0,P,24,Y,Y,Y,Y,24,205,0,Y,N,0,CREUSA CERQUEIRA,ALOISIO SOUZA,N,N,300,0,0,N,0
30258,13,M,O,30,0,,Y,31,18,0,P,60,Y,Y,Y,Y,12,123,0,Y,N,0,LILIANE,CLEA,N,N,660,0,1,N,0
30259,11,F,C,35,0,,Y,50,8,0,A,24,Y,Y,Y,Y,48,110,0,Y,N,0,CRISTINA CARVALHO,VANESSA,N,N,411,0,0,N,1
30260,11,F,S,19,0,,N,50,8,0,P,12,Y,Y,Y,Y,12,205,0,Y,N,0,ELISETE,JOANA,N,N,250,0,0,N,0
30261,25,F,C,32,0,,Y,31,8,0,C,240,Y,Y,Y,Y,96,38,0,Y,N,0,APARECIDA,MARIA DO CEU,N,N,600,0,0,N,0
30262,3,F,C,61,0,,Y,31,18,0,P,84,Y,Y,N,Y,96,703,0,Y,N,0,BRASILINA,MARILZA,N,N,180,0,0,N,0
30263,10,F,S,36,0,,Y,31,8,0,P,360,Y,Y,Y,Y,96,853,0,Y,N,0,PAULO ROBERTO,EDJANE,N,N,937,0,0,N,0
30264,25,F,S,50,0,,Y,31,18,0,P,240,Y,Y,N,Y,120,131,0,Y,N,0,MARLENE,DULCELINA,N,N,300,0,0,N,0
30265,55,F,O,33,0,,N,50,28,0,A,180,Y,Y,Y,Y,0,205,0,Y,N,0,JANAINA,LUIZ CARLOS,N,N,200,0,0,N,1
30266,16,F,S,22,0,,Y,31,11,0,P,264,Y,Y,N,Y,12,30,0,Y,N,0,CATIA LUZIA,DEUSA,N,N,255,0,0,N,0
30267,55,F,S,37,0,,Y,31,28,0,P,444,Y,Y,Y,Y,72,222,0,Y,N,0,JOSENE,SANDRA,N,N,318,0,0,N,0
30268,24,F,C,40,0,,Y,31,20,0,P,72,Y,Y,N,Y,168,166,0,Y,N,0,CAROLINA,,N,N,800,0,0,N,0
30269,24,F,S,54,0,,Y,31,20,0,P,480,Y,Y,N,Y,0,725,0,Y,N,0,MAGDA,LEA,N,N,837,0,1,N,0
30270,24,F,S,42,0,,Y,50,18,0,A,120,Y,Y,Y,Y,120,210,0,Y,N,0,CELIA,EDINALVA,N,N,1600,0,0,N,0
30271,25,M,D,40,0,,Y,31,25,0,A,36,Y,Y,N,Y,168,117,0,Y,N,0,ANGELA,MILTON,N,N,1023,0,1,N,0
30272,22,M,S,21,0,,Y,50,8,0,P,252,Y,Y,N,Y,0,999,0,Y,N,0,TAIS,SANDRA,N,N,800,0,0,N,0
30274,25,F,S,44,0,,Y,31,18,0,C,336,Y,Y,Y,Y,72,732,0,Y,N,0,MARLUCE,FIRMINO,N,N,340,0,0,N,0
30276,22,F,C,46,0,,Y,31,3,0,P,12,Y,Y,N,Y,0,205,0,Y,N,0,CELINA,VANDA,N,N,400,0,0,N,0
30277,23,F,S,17,0,,Y,31,12,0,P,12,Y,Y,Y,Y,12,950,0,Y,N,0,PATRICIA,MONICA,N,N,300,0,0,N,1
30278,25,M,S,21,0,,Y,50,20,0,P,252,Y,Y,N,Y,0,999,0,Y,N,0,CARLA,ANGELICA,N,N,257,0,0,N,0
30279,18,M,D,48,0,,Y,23,3,0,P,24,Y,Y,Y,Y,312,121,0,Y,N,0,AIDA FERREIRA BOTELHO,MARIA FERREIRA BOTELHO,N,N,1400,0,0,N,0
30280,23,F,C,22,0,,Y,31,20,0,A,12,Y,N,N,Y,0,501,0,Y,N,0,ELIZABETE,CATIA,N,N,250,0,0,N,0
30281,22,F,S,43,0,,Y,31,12,0,P,564,Y,Y,Y,Y,36,110,0,Y,N,0,FRANCISCO RODRIGUES,FABRICIO,N,N,417,0,1,N,0
30282,3,F,C,44,0,,Y,31,12,0,P,144,Y,Y,Y,Y,144,305,0,Y,N,0,HELENA,MARTA,N,N,600,0,0,N,0
30284,25,F,O,49,0,,Y,31,12,0,A,36,Y,Y,Y,Y,12,804,0,Y,N,0,EUNICE,EVANILDE AMIGA,N,N,660,0,0,N,0
30285,5,F,C,37,0,,N,50,20,0,O,12,Y,Y,Y,Y,0,853,0,Y,N,0,RUTI,,N,N,200,0,0,N,0
30286,15,M,S,18,0,,Y,31,8,0,C,24,Y,Y,Y,Y,12,139,0,Y,N,0,VANDA,ELISABETH,N,N,261,0,0,N,0
30287,55,F,S,33,0,,Y,31,1,0,P,24,Y,Y,Y,Y,12,205,0,Y,N,0,LUCIA-IRMA,GRACA-PRIMA,N,N,300,0,0,N,0
30288,24,F,D,33,0,,Y,31,18,0,P,276,Y,Y,Y,Y,96,35,0,Y,N,0,SONIA,LEA,N,N,528,0,0,N,0
30289,20,M,S,30,0,,Y,24,12,0,A,48,Y,Y,Y,Y,12,38,0,Y,N,0,JANETE,JEFFERSON,N,N,350,0,0,N,1
30290,9,M,S,19,0,,Y,5,12,0,P,60,Y,Y,Y,Y,12,950,0,Y,N,0,DELICIA JACINTO,RONALD LACERDA,N,N,300,0,0,N,0
30291,10,F,S,20,0,,Y,31,12,0,P,216,Y,Y,N,Y,0,401,0,Y,N,0,VANESSA,MICHELE,N,N,270,0,0,N,0
30292,55,F,C,61,0,,Y,31,20,0,P,360,Y,Y,Y,Y,336,853,0,Y,N,0,BARTOLOMEU (FILHO),ANA MARIA (IRM),N,N,240,0,0,N,0
30293,10,F,C,31,0,,Y,31,18,0,P,216,Y,Y,Y,Y,12,32,0,Y,N,0,MARISA,MARLENE,N,N,944,0,0,N,0
30294,55,F,C,62,0,,Y,31,12,0,P,84,Y,Y,N,Y,120,13,0,Y,N,0,MARGARETH,IVALDA,N,N,1968,0,0,N,0
30295,20,M,C,39,0,,Y,31,8,0,P,240,Y,Y,Y,Y,12,202,0,Y,N,0,MARCELO,DONA JALMA,N,N,492,0,0,N,1
30297,12,F,C,27,0,,Y,31,12,0,O,48,Y,Y,Y,Y,48,205,0,Y,N,0,RAIMUNDO,ELIENE ALVES ANDRADE,N,N,180,0,0,N,0
30298,3,F,C,22,0,,Y,31,28,0,A,12,Y,Y,Y,Y,12,205,240,Y,N,0,RITA,HELENA,N,N,250,0,0,N,1
30300,4,M,S,34,0,,Y,31,3,0,C,36,Y,Y,N,Y,48,707,0,N,N,0,JOAO CIRILO,CLAUDIA,N,N,363,0,0,N,0
30303,24,F,D,46,0,,N,50,20,0,P,132,Y,Y,N,Y,156,513,0,Y,N,0,MERCEDES,ZENI,N,N,2500,0,0,N,0
30305,15,F,S,56,0,,Y,31,12,0,P,24,Y,Y,Y,Y,444,514,0,Y,N,0,IVANICE,FABIANO,N,N,3000,0,2,N,0
30306,22,F,S,25,0,,N,50,23,0,P,300,Y,Y,N,Y,0,39,0,Y,N,0,LINDALVA,,N,N,201,0,0,N,0
30307,13,M,C,48,0,,N,50,20,0,P,144,Y,Y,N,Y,312,514,0,Y,N,0,ZENIR,CELSO,N,N,1500,0,0,N,0
30308,23,F,D,41,0,,Y,31,12,0,P,156,Y,Y,N,Y,60,205,0,Y,N,0,ZELIA,PEDRO BARBOSA,N,N,610,0,0,N,1
30309,13,M,S,19,0,,Y,31,12,0,P,12,Y,Y,Y,Y,12,514,0,Y,N,0,SALVADOR,ROGERIO,N,N,375,0,0,N,0
30310,22,F,C,32,0,,Y,50,23,0,A,96,N,Y,Y,Y,36,89,850,Y,N,0,BERNARDINO,JAQUELINE,N,N,700,0,0,N,0
30312,22,F,O,27,0,,Y,50,20,0,A,12,Y,Y,Y,Y,12,732,0,Y,N,0,DORA,,N,N,282,0,0,N,1
30313,16,F,C,21,0,,Y,31,8,0,P,36,Y,Y,N,Y,12,999,0,Y,N,0,MARIA TEREZA TEODORO,ANA,N,N,500,0,0,N,0
30315,25,F,O,36,0,,Y,31,8,0,P,36,Y,Y,Y,Y,240,4,0,Y,N,0,FRANCISCA,ROSA OU RAFAEL,N,N,1186,0,0,N,0
30316,19,F,S,20,0,,Y,31,20,0,P,84,Y,Y,Y,Y,12,38,0,Y,N,0,MAICON DUARTE LIMA,JOSE CARLOS LOPES,N,N,375,0,0,N,0
30317,10,F,S,35,0,,Y,31,25,0,A,72,Y,Y,Y,Y,60,654,0,Y,N,0,CARLOS ALBERTO,,N,N,360,0,0,N,0
30318,23,F,S,22,0,,Y,31,8,0,P,264,Y,Y,Y,Y,24,713,0,Y,N,0,ALICE,SONJA,N,N,700,0,0,N,0
30319,19,F,C,21,0,,Y,31,3,0,P,48,Y,Y,N,Y,0,720,715,Y,N,0,AGNALDO CESAR CONCEICAO,IRACI,N,N,0,0,0,N,1
30320,2,F,S,29,0,,Y,31,8,0,P,264,Y,Y,Y,Y,72,713,0,Y,N,0,CLARICE,CRISTIANE,N,N,600,0,0,N,0
30321,25,F,C,35,0,,Y,31,12,0,P,252,Y,Y,N,Y,96,950,600,Y,N,0,TEREZA,ARLETE,N,N,800,0,0,N,0
30322,55,F,C,65,0,,Y,31,23,0,P,480,Y,Y,N,Y,60,13,0,Y,N,0,ROSANGELA,ÀNA CRISTINA,N,N,180,0,0,N,0
30323,24,F,O,29,0,,Y,50,28,0,P,120,Y,Y,Y,Y,36,950,0,Y,N,0,JANAINA,PATRICIA,N,N,510,0,0,N,0
30324,14,F,S,18,0,,N,31,12,0,A,12,Y,Y,Y,Y,12,131,0,Y,N,0,BETE,BELINHA,N,N,200,0,0,N,0
30325,25,M,C,37,0,,N,31,20,0,P,444,Y,Y,N,Y,60,60,0,Y,N,0,MARLETE,RUTH,N,N,220,0,0,N,0
30326,23,F,S,27,0,,Y,31,8,0,A,24,Y,Y,Y,Y,12,61,0,Y,N,0,PATRICIA,,N,N,500,0,1,N,0
30328,22,F,C,30,0,,Y,31,23,0,P,24,Y,Y,N,Y,12,999,0,Y,N,0,LOURDES,MARTA,N,N,246,0,0,N,0
30329,23,F,S,22,0,,Y,31,20,0,P,264,Y,Y,Y,Y,12,38,0,Y,N,0,RODRIGO,THIAGO,N,N,300,0,0,N,0
30330,11,F,S,19,0,,Y,31,20,0,C,240,Y,Y,N,Y,0,60,0,Y,N,0,EDITE CONCEICAO,LUCIANA JESUS,N,N,226,0,0,N,1
30331,25,F,C,46,0,,Y,31,8,0,P,240,Y,Y,N,Y,276,40,0,Y,N,0,GILBERTO,EUNICE,N,N,640,0,0,N,0
30332,11,F,S,23,0,,Y,31,1,0,C,60,Y,Y,N,Y,0,255,0,Y,N,0,CARLOS ANDRE,SONIA CARNEIRO,N,N,1113,0,1,N,0
30333,23,F,S,44,0,,Y,31,12,0,P,12,Y,Y,Y,Y,252,514,0,Y,N,0,IRACEMA,JEOGETE,N,N,1005,0,1,N,0
30334,20,F,V,57,0,,Y,31,12,0,P,240,Y,Y,N,Y,120,13,0,Y,N,0,RITA MARTINS,OPHELIA,N,N,2715,0,0,N,0
30335,1,F,S,32,0,,Y,31,8,0,A,24,Y,Y,Y,Y,36,305,0,Y,N,0,JOSE,MARGARETH,N,N,601,0,0,N,0
30337,1,F,S,22,0,,Y,31,8,0,P,12,Y,Y,Y,Y,60,505,0,Y,N,0,JOSUEL,SHIRLEY,N,N,463,0,0,N,0
30338,55,F,S,21,0,,N,50,1,3,A,0,Y,Y,N,Y,0,205,0,Y,N,0,MARCIA CRISTINA (AMIGA),VAI RETORNAR,N,N,200,0,0,N,0
30340,7,F,V,58,0,,Y,5,12,0,A,12,Y,Y,N,Y,12,13,0,Y,N,0,OSVALDO LUIZ AZEVEDO,,N,N,180,0,0,N,0
30341,9,F,S,22,0,,Y,5,20,0,O,60,Y,Y,Y,Y,12,728,0,Y,N,0,ALESSANDRA,VALTER,N,N,600,0,0,N,0
30342,12,M,C,25,0,,N,31,12,0,P,24,Y,Y,N,Y,48,39,0,Y,N,0,MERY,EROTILDES NUNES,N,N,265,0,0,N,1
30343,55,F,D,46,0,,Y,31,12,0,P,240,Y,Y,N,Y,156,999,0,Y,N,0,FATIMA,ANDREIA,N,N,604,0,0,N,0
30345,22,M,S,22,0,,N,50,12,0,P,264,Y,Y,N,Y,12,79,0,Y,N,0,CLAUDIA,,N,N,307,0,0,N,1
30346,25,F,S,23,0,,Y,31,20,0,C,144,Y,Y,Y,Y,24,654,0,Y,N,0,RAPHAEL RODRIGUES OLIVEIR,LECI SANTANA,N,N,300,0,0,N,0
30348,20,F,V,69,0,,Y,31,8,0,P,24,Y,Y,N,Y,120,13,0,Y,N,0,NAIR,RUTH,N,N,210,0,0,N,1
30350,12,F,C,32,0,,Y,31,25,0,P,144,Y,Y,N,Y,0,950,0,Y,N,0,PATRICIA DOS SANTOS,LUIZ,N,N,900,0,0,N,0
30352,11,F,C,31,0,,Y,50,25,0,P,12,Y,Y,Y,Y,48,305,0,Y,N,0,MARIA JOSE MOREIRA,,N,N,1200,0,0,N,0
30353,15,M,S,48,0,,Y,31,20,0,P,252,Y,Y,Y,Y,36,18,0,Y,N,0,ROSANA DANTAS,KARLA,N,N,1180,0,1,N,0
30354,10,F,O,31,0,,Y,31,28,0,P,120,Y,Y,N,Y,0,950,0,Y,N,0,FATIMA,SONIA,N,N,1000,0,0,N,0
30355,55,F,C,22,0,,Y,31,18,0,P,264,Y,Y,N,Y,0,720,340,Y,N,0,MARIA FERNANDA(VIZ),VERONICA(CUNHADA),N,N,360,0,0,N,1
30356,2,M,O,36,0,,Y,31,28,0,P,144,Y,Y,N,Y,36,521,0,Y,N,0,NAILZA MARIA DOS SANTOS,MARILDA,N,N,600,0,0,N,1
30357,15,F,C,37,0,,Y,31,3,0,P,264,Y,Y,N,Y,0,999,0,Y,N,0,FATIMA,LUCIA,N,N,0,0,0,N,0
30358,22,F,C,28,0,,Y,31,18,0,P,48,Y,Y,Y,Y,72,999,0,Y,N,0,ZILMA,BEATRIX,N,N,314,0,0,N,1
30359,5,F,C,22,0,,N,50,25,0,P,72,Y,Y,N,Y,0,305,0,N,N,0,ADRIANE,LUCIAN,N,N,400,0,0,N,0
30360,18,F,C,21,0,,Y,5,8,0,P,24,Y,Y,N,Y,0,950,0,Y,N,0,MARIA NADEJA,MARIA GRIMIAO,N,N,0,0,0,N,0
30361,15,M,C,31,0,,Y,31,12,0,A,36,Y,Y,N,Y,132,514,0,Y,N,0,MARIA ISABEL,MARIA NORIMAR,N,N,1605,0,2,N,0
30363,22,M,C,57,0,,N,31,8,0,P,300,Y,Y,Y,Y,60,222,0,Y,N,0,CLAUDIA,MARIBONDO,N,N,782,0,0,N,0
30365,55,F,S,24,0,,Y,31,28,0,P,96,Y,Y,Y,Y,0,39,0,Y,N,0,ROSANA,ROSANGELA,N,N,170,0,0,N,1
30366,24,F,S,24,0,,Y,50,20,0,P,120,Y,Y,N,Y,36,205,0,Y,N,0,NAIR,JANETE,N,N,400,0,0,N,0
30367,18,F,S,21,0,,Y,23,12,0,C,264,Y,Y,Y,Y,24,60,0,Y,N,0,LETICIA WERLY,ZILDA ALMEIDA,N,N,229,0,0,N,0
30372,6,M,V,69,0,,Y,23,25,0,P,144,Y,Y,N,Y,144,13,0,Y,N,0,DILMA,RONALDO RODRIGUES MOREIRA,N,N,180,0,0,N,0
30373,12,F,S,20,0,,Y,31,12,0,P,24,Y,Y,N,Y,0,950,0,Y,N,0,KATIA ESTEVES OLIVEIRA,AMILTON,N,N,280,0,0,N,0
30374,10,F,C,24,0,,Y,50,12,0,O,72,Y,Y,N,Y,0,950,0,Y,N,0,ROSANA,CREUSA,N,N,270,0,0,N,0
30375,66,F,O,59,0,,Y,31,9,0,P,192,Y,Y,N,Y,168,704,0,Y,N,0,MONICA,LEIA,N,N,1043,0,0,N,0
30376,17,F,D,29,0,,Y,31,8,0,P,348,Y,Y,N,Y,24,999,0,Y,N,0,NEUMIR,ANTONIO,N,N,647,0,1,N,0
30377,8,F,S,18,0,,N,50,12,0,P,216,Y,Y,N,Y,12,992,0,Y,N,0,FRANCISCA,CELIA,N,N,300,0,0,N,1
30380,22,F,S,27,0,,Y,31,18,0,P,144,Y,Y,N,Y,36,950,0,Y,N,0,VERA,ANTONIO,N,N,250,0,0,N,0
30381,1,M,D,33,0,,Y,31,12,0,P,240,Y,N,N,Y,12,999,0,Y,N,0,MARGARETH,MARIA DA GLORIA,N,N,370,0,0,N,0
30382,22,F,C,41,0,,N,50,28,0,P,60,Y,Y,N,Y,108,131,0,Y,N,0,JOZINETE,OTAVIA,N,N,700,0,0,N,1
30383,20,F,C,58,0,,Y,31,18,0,P,360,Y,Y,Y,Y,12,712,0,Y,N,0,REGINA,GLACIR,N,N,2243,0,0,N,0
30385,25,F,S,56,0,,Y,31,20,0,P,0,Y,Y,N,Y,144,950,0,Y,N,0,ROSIANE,ALZIRA,N,N,800,0,0,N,0
30386,15,F,C,36,0,,Y,31,1,0,P,96,Y,Y,N,Y,0,999,0,Y,N,0,ELISABETE,MATILDE,N,N,0,0,0,N,0
30388,16,F,S,31,0,,Y,31,12,0,P,12,Y,Y,N,Y,12,953,0,Y,N,0,ANTONIO FRANCISCO,IZA ( VIZINHA ),N,N,370,0,0,N,0
30389,25,M,S,23,0,,Y,31,11,0,A,36,Y,Y,Y,Y,12,158,0,Y,N,0,RAQUEL,MARCOS,N,N,300,0,0,N,1
30390,19,F,S,18,0,,Y,31,12,0,P,24,Y,Y,N,Y,12,38,0,Y,N,0,DAYANE FREIRE BARROS,EDUARDO CARDOSO ARAUJO,N,N,700,0,0,N,0
30391,22,F,S,29,0,,Y,31,18,0,P,36,Y,Y,N,Y,48,950,0,Y,N,0,JOCENIR,JOSE LUIZ,N,N,600,0,0,N,1
30392,25,F,V,67,0,,Y,31,18,0,P,120,Y,Y,N,Y,48,703,0,Y,N,0,ELZA,LILIAN,N,N,700,0,0,N,0
30393,21,F,S,34,0,,Y,31,20,0,P,144,Y,Y,N,Y,12,999,0,Y,N,0,LUCIANA,RAIMUNDO,N,N,260,0,0,N,0
30394,1,M,C,31,0,,Y,31,12,0,P,300,Y,Y,N,Y,12,522,0,Y,N,0,VALCIRA,MARCOS,N,N,713,0,1,N,1
30395,22,M,S,19,0,,N,31,8,0,P,180,Y,Y,N,Y,24,514,0,Y,N,0,SUELI,ALEX,N,N,1119,0,0,N,0
30396,14,F,S,32,0,,Y,31,18,0,P,120,Y,Y,Y,Y,12,855,0,Y,N,0,JOAO LUIZ,,N,N,180,0,0,N,0
30398,22,F,C,25,0,,Y,31,12,0,P,72,Y,Y,N,Y,12,131,0,Y,N,0,ADELIA,,N,N,298,0,0,N,0
30399,24,F,C,45,0,,Y,31,12,0,P,360,Y,Y,Y,Y,312,35,0,Y,N,0,HERCILIA,DEUSA,N,N,630,0,0,N,0
30401,9,F,V,63,0,,Y,5,28,0,P,12,Y,Y,N,Y,0,703,0,Y,N,0,JAQUELINE,EDNA SILVEIRA,N,N,365,0,0,N,0
30402,25,F,S,55,0,,Y,31,18,0,P,240,Y,Y,Y,Y,252,18,0,Y,N,0,SOLANGE ALMEIDA BORGES,ESTELA,N,N,385,0,0,N,0
30403,2,M,D,30,0,,Y,31,28,0,P,144,Y,Y,Y,Y,60,508,0,Y,N,0,MARIA DA SILVA SANTOS,ANGELICA DE SOUZA PEREIRA,N,N,900,0,0,N,0
30404,16,F,C,24,0,,Y,31,20,0,P,60,Y,Y,N,Y,12,35,0,Y,N,0,MARIA DO SOCORRO,MARCIA BISPO,N,N,472,0,0,N,0
30405,17,M,S,23,0,,Y,31,3,0,P,60,Y,Y,N,Y,12,26,0,Y,N,0,MICHELE,,N,N,285,0,0,N,0
30406,25,F,S,20,0,,Y,31,20,0,C,240,Y,Y,N,Y,12,950,0,Y,N,0,ALCIONE,GERONIMO,N,N,500,0,0,N,0
30407,22,F,S,38,0,,N,50,20,0,P,0,Y,Y,N,Y,60,26,0,Y,N,0,RUTE,ROSIMAR,N,N,302,0,0,N,0
30408,19,F,S,18,0,,Y,50,8,0,P,384,Y,Y,N,Y,0,999,0,Y,N,0,ANDREA RODRIGUES MENDONCA,DERLI,N,N,380,0,0,N,1
30409,25,M,S,31,0,,Y,31,12,0,A,0,Y,Y,Y,Y,0,953,0,Y,N,0,IBER OU RITA,LILIAN,N,N,400,0,0,N,1
30410,24,M,S,37,0,,Y,31,12,0,P,180,Y,Y,Y,Y,12,999,0,Y,N,0,ESTELA,SANDRA,N,N,1200,0,0,N,0
30411,1,F,S,22,0,,Y,31,18,0,P,264,Y,Y,Y,Y,24,713,0,Y,N,0,RENATA,SANTINHA,N,N,404,0,0,N,0
30412,18,M,C,60,0,,N,50,12,0,A,36,Y,Y,Y,Y,48,26,0,Y,N,0,FLORISBELA DOS SANTOS FAL,JARINDA DOS SANTOS,N,N,300,0,0,N,0
30413,3,F,S,20,0,,Y,31,28,0,P,252,Y,Y,N,Y,36,712,0,Y,N,0,CATIA,CONCEICAO,N,N,300,0,0,N,0
30414,66,F,S,25,0,,Y,31,20,0,P,48,Y,Y,Y,Y,0,26,0,N,N,0,ELIENE  IRM,O,N,N,400,0,0,N,0
30415,9,M,D,38,0,,Y,5,25,0,P,36,Y,Y,N,Y,36,999,0,Y,N,0,ELENICE MARIA ALVES PAULA,JOAO EVANGELISTA T MARTIN,N,N,494,0,0,N,0
30416,15,M,C,34,0,,Y,50,3,0,O,60,Y,Y,Y,Y,84,129,0,Y,N,0,WILSON,MAZINHO,N,N,341,0,1,N,0
30417,55,M,C,32,0,,Y,31,8,0,P,480,Y,Y,Y,Y,36,202,0,Y,N,0,CONCEICAO-AMIGA,JURACI- TIO,N,N,584,0,0,N,0
30419,22,F,V,60,0,,N,50,8,0,P,360,Y,Y,N,Y,72,703,0,Y,N,0,FATIMA,,N,N,322,0,0,N,0
30420,18,F,C,40,0,,Y,23,8,0,P,480,Y,Y,Y,Y,24,26,0,Y,N,0,ELMA,ELISEU MONTEIRO,N,N,220,0,0,N,0
30421,6,F,S,39,0,,Y,24,23,0,P,252,Y,Y,Y,Y,96,713,0,Y,N,0,MARIA EUFRAZIA AZEVEDO,ROBERTO SANTOS,N,N,1200,0,0,N,0
30422,15,M,S,19,0,,Y,31,12,0,C,36,Y,Y,Y,Y,12,4,0,Y,N,0,ANDRE DOS SANTOS,BRUNO,N,N,231,0,0,N,1
30424,55,F,V,57,0,,Y,31,28,0,P,240,Y,Y,N,N,180,703,0,Y,N,0,ENIR,CARLOS AUGUSTO/MARLUCIA,N,N,400,0,0,N,0
30427,9,M,S,20,0,,Y,5,3,0,P,156,Y,Y,N,Y,0,508,0,Y,N,0,TATIANA G S FUSCO,THIAGO G BARBOSA,N,N,455,0,0,N,0
30428,18,F,S,35,0,,N,50,12,0,P,420,Y,Y,Y,Y,24,712,0,Y,N,0,FRANCISCO,GILSON,N,N,600,0,1,N,0
30429,25,F,S,34,0,,N,31,12,0,A,0,Y,Y,N,Y,84,305,0,Y,N,0,MARIO,LINDALVA,N,N,700,0,0,N,0
30430,10,M,S,20,0,,Y,31,25,0,P,240,Y,Y,N,Y,0,999,0,Y,N,0,RODRIGO,DANIELE,N,N,233,0,0,N,1
30431,20,F,D,45,0,,Y,31,12,0,C,156,Y,Y,Y,Y,0,999,0,Y,N,0,SIMONE,ERMELINDA,N,N,463,0,0,N,0
30432,23,F,C,65,0,,Y,31,12,0,P,300,Y,Y,N,Y,0,13,0,Y,N,0,DENISE,ALDAIR,N,N,350,0,0,N,0
30433,25,M,C,33,0,,N,31,8,0,P,96,Y,Y,Y,Y,24,254,0,Y,N,0,MARIA BELONE (VIZINHA),IARA (IRMA),N,N,260,0,0,N,1
30434,9,F,S,25,0,,N,5,12,0,P,0,Y,Y,N,Y,0,305,0,Y,N,0,CARMELIA,MARIA DO CARMO,N,N,600,0,0,N,1
30435,2,F,S,37,0,,Y,31,28,0,P,48,Y,Y,N,Y,48,26,0,Y,N,0,IOLANDA MANEL DOS SANTOS,,N,N,350,0,0,N,0
